SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm_ref,UVM2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end,Hubble_dm,Hubble_dm_err
SN2010ae,ESO 162-G17,,Ia-p,0.003662,,15,,'07:15:54.65,-57:20:36.9,0.378,0.0378,S_F_2011,7h15m54.523s,-57d20m36.39s,268.255347,-19.433995,0.003662,Sb? pec sp,1098,5,944,19,'2010-02-22,,done,3,,,,,,,,30.885207877939152,0.974957148,HF,,,0,,,ref,,,ref,,,,end,30.885207877939152,0.9732073455146821
SN2010ah,SDSS J114402.97+554122.8,,SNIc-BL,0.049,PTF10bzf,,,11 44 03.0313,+55 41 27.4805,0.031,0.0031000000000000003,S_F_2011,11h44m02.985s,55d41m22.620012s,141.400513,58.956494,0.049800,Extended Src [SDSS],14930.0,0.0,15235.0,13.0,,,,,,,,,,,,36.552495215993915,,,,,,,,,,,,,,,,36.552495215993915,0.3487701060271121
SN2010ah,A114403+5541,,Ic,0.0498,PTF10bzf,13,,'11:44:02.99,+55:41:27.6,0.031,0.0031,S_F_2011,,,,,,,,,,,'2010-02-23,,done,5,,Corsi  A. et al. 2011  ApJ  741  76,MJD 55274,Mazzali_etal_2013,https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2463M/abstract,,,,,,,,,,,ref,,,ref,,,,end,,
SN2010al,UGC 4286,,IIn,0.0172,,18,,'08:14:15.91,+18:26:18.2,0.126,0.0126,S_F_2011,8h14m16.4816s,18d26m26.2989s,204.688601,26.2827,0.017155,SBb,5143,10,5359,19,'2010-03-13,,done,8,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,34.238278798974235,0.398075784,HF,,,9,,,ref,,,ref,,,,end,34.238278798974235,0.3937707793643295
SN2010b,NGC 5370,,Ia,0.01,,,,208.536507,60.680669,0.039,0.0039000000000000003,S_F_2011,13h54m09.3709056s,60d40m40.949904s,109.656931,54.804315,0.010124,SB(r)0^0^,3035.0,2.0,3509.0,18.0,,,,,,,,,,,,33.09298965442517,,,,,,,,,,,,,,,,33.09298965442517,0.47510884894054944
SN2010bj,NGC 2357,,IIP,0.007589,,3,,'07:17:43.21,+23:21:03.8,0.15,0,"Brown_walker_2020,S_F_2011",7h17m40.981s,23d21m24.28s,194.440915,15.910809,0.007589,Sc,2275,2,2444,12,'2010-03-27,,done,7,,,,,,,,32.46710318233444,0.560174949,HF,,,1,,,ref,,,ref,,,,end,32.46710318233444,0.557123927065683
SN2010br,NGC 4051,,Ibc,0.002336,,2,,'12:03:10.95,+44:31:43.1,0.035,0.0035,S_F_2011,12h03m09.6099s,44d31m52.6937s,148.8830878,70.0852223,0.002336,SAB(rs)bc;Sy1.2Sy1.5,700,1,943,10,'2010-04-10,,skip,6,,,,,,,,29.907686377440072,1.470180471,HF,,,,,,ref,,,ref,,,,end,29.907686377440072,1.469020665505865
SN2010bt,NGC 7130,,IIn,0.016151,,10,,'21:48:20.22,-34:57:16.5,0.077,0.0077,S_F_2011,21h48m19.49s,-34d57m04.73s,9.9433508,-50.3523722,0.016151,Sa pec;LINER;Sy2;HII,4842,15,5016,23,'2010-04-17,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,34.10732010289736,0.404297265,HF,,,0,,,Jones_etal_HSTobs_pending,,,ref,,,,end,34.10732010289736,0.4000592150328147
SN2010bv,ESO 533-G4,,Ia,0.008659,,1,,'22:14:01.89,-26:55:44.6,0.06,0,"Brown_walker_2020,S_F_2011",22h14m03.018s,-26d56m15.77s,24.001177,-55.09901,0.008659,Scd,2596,3,2724,14,'2010-04-19,,skip,1,,,,,,,,32.75371961801044,0.518634622,HF,,,,,,ref,,,ref,,,,end,32.75371961801044,0.5153377224481472
SN2010C,NGC 3428,,LBV,0.026758,,3,,'10:51:29.79,+09:16:33.6,0.084,0.0084,S_F_2011,10h51m29.517s,9d16m46.44s,239.463548,56.542719,0.026758,SAB(s)b,8022,2,8504,32,'2010-01-10,,done,10,,,,,,,,35.20360946559693,0.368923083,HF,,,,,,ref,,,ref,,,,end,35.20360946559693,0.3642737135492004
SN2010cn,A110406+0449,,Ib,0.026,,19,,'11:04:06.57,+04:49:58.7,0.127,0.0127,S_F_2011,,,,,,,,,,,'2010-05-04,,done,3,,,update type,,,,,,,,,,0,,,ref,,,ref,,,,end,,
SN2010cr,NGC 5177,,Ia,0.02157,PTF10fps,15,31706,'13:29:25.03,+11:47:46.4,0.08,0,"Brown_walker_2020,S_F_2011",13h29m24.2594s,11d47m49.3224s,334.935632,72.267083,0.02157,S0,6467,29,7118,47,'2010-05-15,,done,4,,,,,,,,34.735710482104366,0.380758199,HF,,,5,,,ref,,,ref,,,,end,34.735710482104366,0.37625510354242747
SN2010da,NGC 300,,LBV,0.00048,,20,,'00:55:04.86,-37:41:43.7,0.034,0.0034,S_F_2011,0h54m53.446s,-37d41m03.183s,299.208651,-79.418818,0.00048,SA(s)d,144,1,109,2,'lumi-ou- b,,done,6,,,,,,,,26.474008637845035,6.953206278,HF,,,17,,,ref,,,ref,,,,end,26.474008637845035,6.9529611420916115
SN2010dn,NGC 3184,,LBV,0.001975,,3,,'10:18:19.89,+41:26:28.8,0.045,0.0045,S_F_2011,10h18m16.985s,41d25m27.77s,178.335713,55.637628,0.001975,SAB(rs)cd      HII,592,1,739,7,'lumi-ou- b,,asdoneasitcanbe,8,,,,,,onlybvobservableduetochangeinbrightstarcatalog,,29.543804710983387,1.724527391,HF,,,,,,ref,,,ref,,,,end,29.543804710983387,1.7235387490918421
SN2010dv,NGC 3903,,?,0.009924,,4,31735,'11:49:03.43,-37:30:59.7,0.235,0.0235,S_F_2011,11h49m03.5196s,-37d31m01.8827s,289.464013,23.71791,0.009924,SAB(rs)c pec:  HII,2975,5,2650,28,'2010-06-04,,done,3,,,,,,,,33.04963102769163,0.483342797,HF,,,0,,,ref,,,ref,,,,end,33.04963102769163,0.47980345584979034
SN2010el,NGC 1566,,Ia-p,0.005017,,8,,'04:19:58.83,-54:56:38.5,0.024,0.0024,S_F_2011,4h20m00.402s,-54d56m16.5781s,264.310155,-43.393163,0.005017,(R'_1)SAB(rs)bcSy1,1504,2,1413,15,'2010-06-19,,done,2,,,,,,,,31.5684353586469,0.750127324,HF,,,0,,,ref,,,ref,,,,end,31.5684353586469,0.747851655779641
SN2010ev,NGC 3244,,Ia,0.009211,,15,,'10:25:28.99,-39:49:51.2,0.278,0.0278,S_F_2011,10h25m28.85s,-39d49m39.23s,274.727023,14.919169,0.009211,SA(rs)cd       HII,2761,7,2697,24,'2010-06-27,,done,18,,,,,,,,32.8875282105651,0.501900223,HF,,,4,,,ref,,,ref,,,,end,32.8875282105651,0.498492659148983
SN2010F,NGC 3120,,II,0.00931,,21,,'10:05:21.05,-34:13:21.0,0.291,0.0291,S_F_2011,10h05m23.0158s,-34d13m11.8882s,267.936445,17.134983,0.00931,Sc             HII,2791,2,2828,25,'2010-01-13,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,32.91099535981194,0.498949968,HF,,,6,,,ref,,,ref,,,,end,32.91099535981194,0.49552211649613526
SN2010fy,A052452-4646,,Ia,0.049,,5,,'05:24:52.46,-46:46:37.1,0.08,0.008,S_F_2011,,,,,,,,,,,'2010-07-07,,done,3,,,,,,,,,,,,,0,,,ref,,,ref,,,,end,,
SN2010gn,SDSS J171750.05+405252.5,,Ia,0.0365,PTF10mwb,15,,'17:17:50.11,+40:52:52.6,0.082,0.0082,S_F_2011,17h17m50.0484s,40d52m52.59s,65.638021,34.450002,0.031,Extended Src [SDSS],9294,0,9722,16,'2010-07-07,,done,5,,Milne  P. et al. 2013  arXiv:1308.2703,,,,,,35.523209518083036,0.363510983,HF,,,2,,,ref,,,ref,,,,end,35.523209518083036,0.35879148852185877
SN2010gp,NGC 6240,,Ia,0.02448,,20,,'16:52:57.39,+02:23:16.4,0.204,0.0204,S_F_2011,16h52m58.861s,2d24m03.55s,20.728931,27.291066,0.02448,I0: pec;LINER  Sy2,7339,9,7942,29,'2010-07-14,,done,3,all,,,,,,PS1-14xw,35.01038061586693,0.37305121,HF,,,0,,,ref,,,ref,,,,end,35.01038061586693,0.368453935225502
SN2010gs,MCG -01-53-07,,II,0.027135,,16,,'20:45:39.51,-05:35:11.8,0.148,0.0148,S_F_2011,20h45m39.7756s,-5d35m23.9483s,41.405875,-27.893238,0.027135,Sc,8135,25,8337,29,'2010-08-01,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,35.23398396373317,0.368659853,HF,,,2,,,ref,,,ref,,,,end,35.23398396373317,0.36400712095454124
SN2010gx,SDSS J112546.72-084942.0,,SLSN-I,0.2297,PTF10cwr,,,11 25 46.711,-08 49 41.7641,0.104,0.0104,S_F_2011,11h25m46.725s,-8d49m42.049992s,269.955195,48.481933,0.230000,,68952.0,0.0,69312.0,30.0,,,,,,,,,,,,39.874930515886554,,,,,,,,,,,,,,,,39.874930515886554,0.3425853195727398
SN2010gx,A112547-0849,,SLSN-I,0.2297,PTF10cwr,11,,'11:25:46.71,-08:49:41.4,0.104,0.0104,S_F_2011,,,,,,,,,,,'2010-08-13,,done,4,,,,,,,,,,,,,2,,,ref,,,ref,,,,end,,
SN2010hh,NGC 6524,,Ia,0.019006,,14,,'17:59:18.38,+45:52:32.2,0.104,0.0104,S_F_2011,17h59m14.7253s,45d53m13.4338s,72.848946,27.85582,0.019006,S0-:,5698,39,6108,42,'2010-09-01,,done,4,,,,,,,,34.46080840188608,0.390556993,HF,,,0,,,ref,,,ref,,,,end,34.46080840188608,0.38616817863946784
SN2010hm,WISEA J233517.59+125526.3,,SNII,0.020541,PTF10qwz,,,23 35 18.6024,+12 55 31.6276,0.165,0.0165,S_F_2011,23h35m17.592984s,12d55m26.36148s,95.754866,-45.891162,0.020541,,6158.0,0.0,6085.0,20.0,,,,,,,,,,,,34.629394600204684,,,,,,,,,,,,,,,,34.629394600204684,0.37884694319554
SN2010hq,UGC 3691,,IIP,0.007348,,2,,'07:08:03.35,+15:11:10.0,0.246,0.0246,S_F_2011,7h08m01.276s,15d10m42.36s,201.125666,10.456405,0.007348,SAcd,2203,5,2343,14,'2010-09-08,,skip,2,,,,,,,,32.397268663122624,0.571612882,HF,,,,,,ref,,,ref,,,,end,32.397268663122624,0.5686232356812283
SN2010ib,SDSS J012547.03-012218.4,,SNII,0.01875,PTF10qob,,,01 25 47.549,-01 22 30.7574,0.123,0.0123,S_F_2011,1h25m47.4s,-1d22m21s,142.101518,-62.958643,0.018750,I,5621.0,100.0,5458.0,101.0,,,,,,,,,,,,34.43126410383347,,,,,,,,,,,,,,,,34.43126410383347,0.3958747126682319
SN2010id,NGC 7483,,SNII,0.016475,PTF10vdl,,,23 05 48.9667,+03 31 20.5511,0.163,0.016300000000000002,S_F_2011,23h05m48.27151212s,3d32m42.25662542s,79.115958,-50.120488,0.016481,(R')SAB(rs)a,4941.0,2.0,4937.0,17.0,,,,,,,,,,,,34.15127044681587,,,,,,,,,,,,,,,,34.15127044681587,0.397642352448062
SN2010id,NGC 7483,,II,0.016475,PTF10vdl,4,,'23:05:48.88,+03:31:25.5,0.163,0.0163,S_F_2011,23h05m48.2715s,3d32m42.2447s,79.115958,-50.120488,0.016475,(R')SAB(rs)a,4939,6,4935,18,'2010-09-16,,done,4,,Gal-Yam  A.  et al. 2011  ApJ  736  159,,,,,,34.15039130817652,0.401987963,HF,,,2,,,ref,,,ref,,,,end,34.15039130817652,0.39772530635718717
SN2010ih,NGC 2325,,Ia,0.007288,,8,,'07:02:43.63,-28:37:25.2,0.326,0.0326,S_F_2011,7h02m40.4027s,-28d41m50.0479s,239.9606761,-10.4103717,0.007288,E4,2185,22,2213,30,'2010-09-29,,done,3,,late,,,,,,32.37945338390099,0.576676507,HF,,,4,,,ref,,,ref,,,,end,32.37945338390099,0.5737132481397635
SN2010jl,UGC 05189,,SNIIn,0.01062,PTF10aaxf,,,09 42 53.3198,+09 29 42.3978,0.073,0.0073,S_F_2011,9h42m58.1928s,9d28m15.6432s,225.36175,42.24731,0.010720,  0.9,3214.0,5.0,3568.0,28.0,,,,,,,,,,,,33.21742553950541,,,,,,,,,,,,,,,,33.21742553950541,0.46262534108280023
SN2010jl,UGC 5189A,,IIn,0.010697,,27,,'09:42:53.33,+09:29:41.8,0.073,0.0073,S_F_2011,9h42m53.26s,9d29m34.4s,225.344965,42.247949,0.010697,IRR_SY,3207,37,3561,46,'2010-11-03,,done,14,,Ofek  E. et al. 2013 arXiv1307.2247,55470,Stoll et al. 2011,,ten days before first observation,,33.21269097701099,0.470235456,HF,Stoll et al. 2011,,20,,,ref,,,ref,,,,end,33.21269097701099,0.46659670056001046
SN2010jn,NGC 2929,,Ia ,0.025047,PTF10ygu,11,,'09:37:30,+23:09:38.88,0.081,0.0081,S_F_2011,9h37m29.795s,23d09m42.15s,206.946184,46.195045,0.025047,S?,7509,9,7840,23,'2010-10-12,,done,5,,,,,,,,35.060106699008216,0.371933291,HF,,,0,,,ref,,,ref,,,,end,35.060106699008216,0.36732202532410946
SN2010jp,A061630-2124,,IIn,0.009143,PTF10aaxi,13,,'06:16:30.63,-21:24:36.3,0.234,0.0234,S_F_2011,,,,,,,2741,14.98960954,2774,24,'2010-11-11,,done,3,,Smith  N.  et al. 2012  MNRAS  420  1135,,,,,,32.87174135506628,0.504392819,HF,,,3,,,ref,,,ref,,,,end,32.87174135506628,0.5010022087381955
SN2010jr,ESO 362-G18,,IIb,0.012445,,34,,'05:19:34.47,-32:39:14.6,0.046,0.0046,S_F_2011,5h19m35.8124s,-32d39m27.9238s,236.022093,-32.571308,0.012445,S0/a           Sy1.5,3731,10,3741,22,'2010-11-12,,done,5,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,33.54132242257293,0.438839472,HF,,,27,,,ref,,,ref,,,,end,33.54132242257293,0.4349381326442851
SN2010kd,A120801+4913,,SLSN-I,0.1,SN2011cs(rediscovered),6,,'12:08:01.11,+49:13:31.1,0.062,0.0062,S_F_2011,,,,,,,,,,,'2010-11-14,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,,,,,,6,,,ref,,,ref,,,,end,,
SN2010kg,NGC 1633,,Ia,0.016642,,16,,'04:40:08.40,+07:21:00.0,0.417,0.0417,S_F_2011,4h40m09.104s,7d20m57.77s,189.630384,-24.840961,0.016642,SAB(s)ab,4989,10,4885,11,'2010-11-29,,done,3,,,,,,,,34.17226369706469,0.401048994,HF,,,0,,,ref,,,ref,,,,end,34.17226369706469,0.39677625018285495
SN2010ko,NGC 1954,,Ia,0.010441,,14,,'05:32:49.44,-14:05:45.9,0.38,0.038,S_F_2011,5h32m48.3418s,-14d03m45.5877s,217.155182,-23.654556,0.010441,SA(rs)bc pec:,3130,5,3125,14,'2010-12-05,,done,4,,,,,,,,33.15991786510103,0.471911191,HF,,,0,,,ref,,,ref,,,,end,33.15991786510103,0.46828545695186813
SN2010kp,WISEA J040340.98+704511.4,,SNII,0.0142,PTF10abpr,,,04 03 38.6719,+70 45 16.1183,0.92,0.09200000000000001,S_F_2011,4h03m40.986432s,70d45m11.46096s,137.541239,13.557549,0.020348,E/U,6100.0,0.0,6168.0,18.0,,,,,,,,,,,,34.60884535242262,,,,,,,,,,,,,,,,34.60884535242262,0.37951135009076753
SN2010mb,WISEA J160023.22+374455.0,,SNIc-BL,0.1319,PTF10iue,,,16 00 23.0777,+37 44 56.8554,0.039,0.0039000000000000003,S_F_2011,16h00m23.23944s,37d44m54.9132s,60.264898,49.196173,0.132500,Extended Src [SDSS],39723.0,0.0,40099.0,14.0,,,,,,,,,,,,38.67740637878229,,,,,,,,,,,,,,,,38.67740637878229,0.34320273272337815
SN2010mb,A160023+3744,,Ic-PI?,0.1325,PTF10iue,1,31961,'16:00:23.10,+37:44:57.0,0.039,0.0039,S_F_2011,,,,,,,,,,,'2010-04-10,,done,6,uvw2,Ben-Ami  S.  et al. 2013arXiv:1309.6496,MJD 55273,Ben-Ami_etal_2014,https://ui.adsabs.harvard.edu/abs/2014ApJ...785...37B/abstract,,,,,,,,,,,ref,,,ref,,,,end,,
SN2010mc,GALEXASC J172130.92+480747.6,,SNIIn,0.035,PTF10tel,,,17 21 30.7219,+48 07 47.1695,0.046,0.0046,S_F_2011,17h21m30.48s,48d07m47.399988s,74.470018,34.520294,0.035000,,10493.0,0.0,10870.0,16.0,,,,,,,,,,,,35.78669454168147,,,,,,,,,,,,,,,,35.78669454168147,0.3552981415093024
SN2010md,PTF10hgi HOST,,SLSN-IIb,0.0986,PTF10hgi,,,16 37 47.0546,+06 12 31.8442,0.226,0.022600000000000002,S_F_2011,16h37m47.04s,6d12m32.2992s,22.460453,32.448352,0.100000,,29979.0,0.0,30462.0,18.0,,,,,,,,,,,,38.066281888021294,,,,,,,,,,,,,,,,38.066281888021294,0.3438997485402465
SN2010md,A163747+0612,,SLSN-I,0.0987,PTF10hgi,2,,'16:37:47.00,+06:12:32.3,0.226,0.0226,S_F_2011,,,,,,,,,,,'2010-05-15,,skip,3,,,,,,,,,,,,,2,,,,,,,,,,end,,
SN2010O,NGC 3690,,Ib,0.010411,,1,,'11:28:33.86,+58:33:51.6,0.035,0,"Brown_walker_2020,S_F_2011",11h28m31.326s,58d33m41.8s,141.90391,55.40714,0.010411,2.1,3121,3,3544,17,'2010-01-24,,done,5,,,,,,,,33.15366502069545,0.472492348,HF,,,0,,,ref,,,ref,,,,end,33.15366502069545,0.4688711081067043
SN2010S,A013904-0037,,Ic,0.17,,6,,'01:39:04.48,-00:37:12.2,0.087,0.0087,S_F_2011,,,,,,,,,,,'2010-01-16,,done,4,,,x,,,,,,,,,,0,,,ref,,,ref,,,,end,,
SN2010U,NGC 4214,,LBV,0.00097,,1,,'12:15:41.06,+36:20:02.9,0.06,0,"Brown_walker_2020,S_F_2011",12h15m39.174s,36d19m36.8s,160.254547,78.074587,0.00097,IAB(s)m        HII,291,3,274,5,'2010-02-05,,done,2,,,,,,,,28.001661122298323,3.454308145,HF,,,0,,,ref,,,ref,,,,end,28.001661122298323,3.45381468173046
SN2010X,NGC 1573A,,?,0.015014,PTF10bhp,1,,'04:48:27.90,+73:28:14.8,0.387,0.0387,S_F_2011,4h48m26.849s,73d28m08.71s,137.824141,17.919031,0.015014,SABbc,4501,11,4636,19,'2010-02-07,,skip,10,all,Kasliwal  M. et al. 2010  ApJ  723  98,,,,,,33.94874124206118,0.412399519,HF,,,,,,ref,,,ref,,,,end,33.94874124206118,0.4082455885612828
SN2010Y,NGC 3392,,Ia,0.01086,,14,,'10:51:03.90,+65:46:47.0,0.036,0.0036,S_F_2011,10h51m03.002s,65d46m53.5973s,140.497694,47.030676,0.01086,E?             BLAGN,3256,31,3623,34,'2010-02-08,,done,4,,Brown  P. J. et al. 2012  ApJ  749  18,,,,,,33.245618158454604,0.465999364,HF,,,8,,,ref,,,ref,,,,end,33.245618158454604,0.4623272694453937
SN2011aa,UGC 3906,,Ia,0.012355,,18,,'07:36:42.63,+74:26:34.8,0.076,0.0076,S_F_2011,7h36m37.7s,74d26m44s,140.43955,29.08341,0.012355,0.8,3704,26,3935,29,'2011-02-06,,done,8,,,,,,,,33.52555106741827,0.441229444,HF,,,15,,,ref,,,ref,,,,end,33.52555106741827,0.4373494244263982
SN2011am,NGC 4219,,Ib,0.006635,,16,,'12:16:26.00,-43:19:20.0,0.353,0.0353,S_F_2011,12h16m27.312s,-43d19m27.41s,296.210047,19.090497,0.006635,SA(s)bc,1989,3,1667,29,'2011-02-27,,done,7,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,32.17537009299097,0.611058917,HF,,,0,,,ref,,,ref,,,,end,32.17537009299097,0.6082631812491416
SN2011ao,IC 2973,,Ia,0.010706,,17,,'11:53:51.03,+33:21:46.3,0.054,0.0054,S_F_2011,11h53m50.823s,33d21m56.3s,182.786008,76.104442,0.010706,SB(s)d:,3210,1,3727,26,'2011-03-03,,done,12,,,,,,,,33.214721339393144,0.466491635,HF,,,14,,,ref,,,ref,,,,end,33.214721339393144,0.4628234464124749
SN2011at,MCG -02-24-27,,Ia,0.006758,,13,,'09:28:57.56,-14:48:20.6,0.17,0,"Brown_walker_2020,S_F_2011",9h28m59.256s,-14d48m27.25s,247.09941,25.43229,0.006758,SB(s)d,2026,6,2174,27,'2011-03-10,,done,11,,,,,,,,32.21539338249009,0.60366143,HF,,,4,,,ref,,,ref,,,,end,32.21539338249009,0.6008312733426
SN2011ay,NGC 2315,,Ia-99aa?02cx?,0.021,,29,,'07:02:34.06,+50:35:25.0,0.2,0,"Brown_walker_2020,S_F_2011",7h02m33.038s,50d35m26.18s,166.202368,22.314775,0.021,S0/a,6296,60,6397,61,'2011-03-18,,done,11,,,,,,,,34.67751977412382,0.384786974,HF,,,5,,,ref,,,ref,,,,end,34.67751977412382,0.38033158219624713
SN2011B,NGC 2655,,Ia,0.00467,,31,,'08:55:48.10,+78:13:01.6,0.083,0.0083,S_F_2011,8h55m37.731s,78d13m23.1s,134.923523,32.688528,0.00467,SAB(s)0/a      Sy2,1400,1,1753,16,'2011-01-07,,done,17,,misnamed2010Binfirstrequest_grism,,,,,,31.41283635575998,0.794216663,HF,,,16,,,ref,,,ref,,,,end,31.41283635575998,0.7920676773352217
SN2011bl,UGC 8554,,Ib/c,0.018426,,18,,'13:34:14.70,+37:12:34.8,0.021,0.0021,S_F_2011,13h34m14.637s,37d12m29.02s,83.730509,76.467391,0.018426,Sbc,5524,0,6088,24,'2011-04-05,,Uvdone,4,,,55656,Green_etal_2011,http://www.cbat.eps.harvard.edu/iau/cbet/002600/CBET002694.txt,"spec was 10 days before peak assumed to be 14 days after explosion, pushed two days earlier to be just before discovery",,34.39346452690175,0.391579488,HF,Green_etal_2011,,2,,,ref,,,ref,,,,end,34.39346452690175,0.38720226312462547
SN2011by,NGC 3972,,Ia,0.002843,,63,,'11:55:45.56,+55:19:33.8,0.037,0.0037,S_F_2011,11h55m45.117s,55d19m14.42s,138.84806,60.05345,0.002843,SA(s)bc,852,1,1272,19,'2011-04-26,,done,9,,Milne  P. et al. 2013  arXiv:1308.2703,55672,Nugent_etal_2011,,,,31.588,0.0721,Cepheid,Cepheids_Riess_etal_2016,,26,31.588,0.0721,Cepheids_Riess_etal_2016,,,ref,,,,end,30.33439415120229,1.222612546103077
SN2011cb,IC 5249,,IIb,0.007892,,2,,'22:47:07.49,-64:49:43.4,0.08,0,"Brown_walker_2020,S_F_2011",22h47m06.262s,-64d49m55.42s,321.883025,-47.462769,0.007892,Sd,2366,4,2414,17,'2011-04-29,,done,9,,,,,,,,32.55226987882835,0.547056996,HF,,,0,,,ref,,,ref,,,,end,32.55226987882835,0.5439323986844486
SN2011cj,UGC 9356,,IIP,0.007419,,20,,'14:32:53.81,+11:35:49.3,0.073,0.0073,S_F_2011,14h32m53.525s,11d35m41.47s,4.759133,61.574703,0.007419,Sc             HII,2224,6,2746,27,'2011-05-09,,fillin,4,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,32.417870091918886,0.568261928,HF,,,,,,ref,,,ref,,,,end,32.417870091918886,0.5652545584776477
SN2011de,UGC 10018,,Ia,0.029187,,14,,'15:43:53.25,+67:45:42.5,0.082,0.0082,S_F_2011,15h43m39.5515s,67d45m39.128s,102.609889,41.927568,0.029187,(R')SB(s)bc,8750,7,9075,15,'2011-05-22,,done,5,,,,,,,,35.39223644248035,0.36556873,HF,,,13,,,ref,,,ref,,,,end,35.39223644248035,0.36087614666851414
SN2011dh,NGC 5194,,SNIIb,0.001544,PTF11eon,,,13 30 05.1048,+47 10 10.9949,0.05,0.0,"Brown_walker_2020,S_F_2011",13h29m52.698s,47d11m42.92988s,104.8513511,68.5608401,0.001534,SA(s)bc pec;HIISy2.5,460.0,2.0,661.0,8.0,,,,,,,,,,,,28.99598533577666,,,,,,,,,,,,,,,,28.99598533577666,2.200800963090823
SN2011dh,NGC 5194,,IIb,0.002,,76,,'13:30:05.1055,+47:10:10.922,0.05,0,"Brown_walker_2020,S_F_2011",13h29m52.698s,47d11m42.93s,104.8513511,68.5608401,0.001544,SA(s)bc pec;HIISy2.5,463,3,666,8,'2011-06-01,,done,6,,Arcavi  I.  et al. 2011  ApJL  742  18,55712.5,Arcavi_etal_2011,,,,29.01010113245855,2.187799455,HF,Arcavi_etal_2011,,37,,,ref,,,SBF_Tonry_etal_2001_29.42_0.27,,,,end,29.01010113245855,2.1870202455334145
SN2011dm,UGC 11861,,Ia,0.00494,,8,,'21:56:41.59,+73:17:48.9,1.619,0.1619,S_F_2011,21h56m24.148s,73d15m39.33s,111.054479,14.567948,0.00494,SABdm,1481,4,1792,19,'2011-06-15,,done,5,3UV,,,,,,,31.534971469974828,0.759385897,HF,,,0,,,ref,,,ref,,,,end,31.534971469974828,0.7571380573934683
SN2011dn,UGC 11501,,Ia-91T,0.025272,,15,,'19:58:35.53,+02:36:11.3,0.37,0,"Brown_walker_2020,S_F_2011",19h58m37.031s,2d36m10.62s,43.129589,-13.661351,0.025272,SAB(rs)c,7576,7,7870,17,'2011-06-21,,done,6,,,,,,,,35.07939600734487,0.371493606,HF,,,8,,,ref,,,ref,,,,end,35.07939600734487,0.3668768140617055
SN2011dt,UGC 09233,,SNII,0.02852,PTF11emo,,,14 24 36.1457,+35 16 38.4971,0.064,0.0064,S_F_2011,14h24m34.9930464s,35d16m47.372124s,61.003835,68.546388,0.028524,S,8551.0,4.0,9108.0,22.0,,,,,,,,,,,,35.34228070953979,,,,,,,,,,,,,,,,35.34228070953979,0.3617126797039003
SN2011ef,UGC 12640,,IIb,0.013373,SN2011ed(misnamed),7,,'23:30:57.02,+15:29:24.3,0.17,0,"Brown_walker_2020,S_F_2011",23h30m56.799s,15d29m25.96s,95.918237,-43.119433,0.013373,Sdm,4009,5,3997,20,'2011-07-18,,done,4,,,,,,,,33.69737645862139,0.427576724,HF,,,6,,,ref,,,ref,,,,end,33.69737645862139,0.423571661509404
SN2011eh,NGC 3613,,Ia-91bg,0.006785,,14,,'11:18:31.56,+57:58:36.9,0.032,0.0032,S_F_2011,11h18m36.13s,57d59m59.73s,144.339591,55.100019,0.006841,E6,2051,5,2497,20,'2011-07-20,,done,3,,,,,,,,32.24202447921062,0.598693132,HF,,,0,,,ref,,,YES,,,,end,32.24202447921062,0.5958393774392142
SN2011ei,NGC 6925,,IIb,0.009313,,28,,'20:34:22.62,-31:58:23.6,0.158,0.0158,S_F_2011,20h34m20.566s,-31d58m51.2s,11.271345,-34.693727,0.009313,SA(s)bc        HII,2792,4,3035,17,'2011-07-25,,done,10,,Milisavljevic  D. et al. 2013  ApJ  767  71,,,,,,32.9117732471244,0.498896386,HF,,,1,,,ref,,,ref,,,,end,32.9117732471244,0.49546816343228395
SN2011ek,NGC 0918,,Ia,0.005033,,,,02 25 48.89,18 32 00.0,0.7,0.0,"Brown_walker_2020,S_F_2011",2h25m50.7899304s,18d29m46.358844s,152.160836,-38.958129,0.005033,SAB(rs)c:,1509.0,1.0,1499.0,11.0,,,,,,,,,,,,31.575642376246734,,,,,,,,,,,,,,,,31.575642376246734,0.7458713546472258
