SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,UVM2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end
SN2010gx,SDSS J112546.72-084942.0,,SLSN-I,0.2297,PTF10cwr,,,11 25 46.711,-08 49 41.7641,,,,11h25m46.725s,-8d49m42.04992s,269.955195,48.481933,0.230000,,68952.0,0.0,69312.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010gx,A112547-0849,,SLSN-I,0.2297,PTF10cwr,11,,'11:25:46.71,-08:49:41.4,0.104,0.0104,S_F_2011,,,,,,,,,,,'2010-08-13,,done,4,,,,,,,,,,,,,,,2,,,ref,,,ref,,,,end
SN2010hh,NGC 6524,,Ia,0.019006,,14,,'17:59:18.38,+45:52:32.2,0.104,0.0104,S_F_2011,17h59m14.7253s,45d53m13.4338s,72.848946,27.85582,0.019006,S0-:,5698,39,6108,42,'2010-09-01,,done,4,,,,,,,,34.49194974,0.390556993,HF,,34.49194974,0.390556993,,0,,,ref,,,ref,,,,end
SN2010hm,WISEA J233517.59+125526.3,,SNII,0.020541,PTF10qwz,,,23 35 18.6024,+12 55 31.6276,,,,23h35m17.592984s,12d55m26.36148s,95.754866,-45.891162,0.020541,,6158.0,0.0,6085.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010hq,UGC 3691,,IIP,0.007348,,2,,'07:08:03.35,+15:11:10.0,0.246,0.0246,S_F_2011,7h08m01.276s,15d10m42.36s,201.125666,10.456405,0.007348,SAcd,2203,5,2343,14,'2010-09-08,,skip,2,,,,,,,,32.42841,0.571612882,HF,,32.42841,0.571612882,,,,,ref,,,ref,,,,end
SN2010ib,SDSS J012547.03-012218.4,,SNII,0.01875,PTF10qob,,,01 25 47.549,-01 22 30.7574,,,,1h25m47.4s,-1d22m21s,142.101518,-62.958643,0.018750,I,5621.0,100.0,5458.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010id,NGC 7483,,SNII,0.016475,PTF10vdl,,,23 05 48.9667,+03 31 20.5511,,,,23h05m48.27151212s,3d32m42.25662542s,79.115958,-50.120488,0.016481,(R')SAB(rs)a,4941.0,2.0,4937.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010id,NGC 7483,,II,0.016475,PTF10vdl,4,,'23:05:48.88,+03:31:25.5,0.163,0.0163,S_F_2011,23h05m48.2715s,3d32m42.2447s,79.115958,-50.120488,0.016475,(R')SAB(rs)a,4939,6,4935,18,'2010-09-16,,done,4,,Gal-Yam  A.  et al. 2011  ApJ  736  159,,,,,,34.18153265,0.401987963,HF,,34.18153265,0.401987963,,2,,,ref,,,ref,,,,end
SN2010ih,NGC 2325,,Ia,0.007288,,8,,'07:02:43.63,-28:37:25.2,0.326,0.0326,S_F_2011,7h02m40.4027s,-28d41m50.0479s,239.9606761,-10.4103717,0.007288,E4,2185,22,2213,30,'2010-09-29,,done,3,,late,,,,,,32.41059472,0.576676507,HF,,32.41059472,0.576676507,,4,,,ref,,,ref,,,,end
SN2010jl,UGC 05189,,SNIIn,0.01062,PTF10aaxf,,,09 42 53.3198,+09 29 42.3978,,,,9h42m58.1928s,9d28m15.6432s,225.36175,42.24731,0.010720,  0.9,3214.0,5.0,3568.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010jl,UGC 5189A,,IIn,0.010697,,27,,'09:42:53.33,+09:29:41.8,0.073,0.0073,S_F_2011,9h42m53.26s,9d29m34.4s,225.344965,42.247949,0.010697,IRR_SY,3207,37,3561,46,'2010-11-03,,done,14,,Ofek  E. et al. 2013 arXiv1307.2247,55470,Stoll et al. 2011,,ten days before first observation,,33.24383232,0.470235456,HF,Stoll et al. 2011,33.24383232,0.470235456,,20,,,ref,,,ref,,,,end
SN2010jn,NGC 2929,,Ia ,0.025047,PTF10ygu,11,,'09:37:30,+23:09:38.88,0.081,0.0081,S_F_2011,9h37m29.795s,23d09m42.15s,206.946184,46.195045,0.025047,S?,7509,9,7840,23,'2010-10-12,,done,5,,,,,,,,35.09124804,0.371933291,HF,,35.09124804,0.371933291,,0,,,ref,,,ref,,,,end
SN2010jp,A061630-2124,,IIn,0.009143,PTF10aaxi,13,,'06:16:30.63,-21:24:36.3,0.234,0.0234,S_F_2011,,,,,,,2741,14.98960954,2774,24,'2010-11-11,,done,3,,Smith  N.  et al. 2012  MNRAS  420  1135,,,,,,32.9028827,0.504392819,HF,,32.9028827,0.504392819,,3,,,ref,,,ref,,,,end
SN2010jr,ESO 362-G18,,IIb,0.012445,,34,,'05:19:34.47,-32:39:14.6,0.046,0.0046,S_F_2011,5h19m35.8124s,-32d39m27.9238s,236.022093,-32.571308,0.012445,S0/a           Sy1.5,3731,10,3741,22,'2010-11-12,,done,5,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,33.57246376,0.438839472,HF,,33.57246376,0.438839472,,27,,,ref,,,ref,,,,end
SN2010kd,A120801+4913,,SLSN-I,0.1,SN2011cs(rediscovered),6,,'12:08:01.11,+49:13:31.1,0.062,0.0062,S_F_2011,,,,,,,,,,,'2010-11-14,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,,,,,,,,6,,,ref,,,ref,,,,end
SN2010kg,NGC 1633,,Ia,0.016642,,16,,'04:40:08.40,+07:21:00.0,0.417,0.0417,S_F_2011,4h40m09.104s,7d20m57.77s,189.630384,-24.840961,0.016642,SAB(s)ab,4989,10,4885,11,'2010-11-29,,done,3,,,,,,,,34.20340504,0.401048994,HF,,34.20340504,0.401048994,,0,,,ref,,,ref,,,,end
SN2010ko,NGC 1954,,Ia,0.010441,,14,,'05:32:49.44,-14:05:45.9,0.38,0.038,S_F_2011,5h32m48.3418s,-14d03m45.5877s,217.155182,-23.654556,0.010441,SA(rs)bc pec:,3130,5,3125,14,'2010-12-05,,done,4,,,,,,,,33.19105921,0.471911191,HF,,33.19105921,0.471911191,,0,,,ref,,,ref,,,,end
SN2010kp,WISEA J040340.98+704511.4,,SNII,0.0142,PTF10abpr,,,04 03 38.6719,+70 45 16.1183,,,,4h03m40.986432s,70d45m11.46096s,137.541239,13.557549,0.020348,E/U,6100.0,0.0,6168.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010mb,WISEA J160023.22+374455.0,,SNIc-BL,0.1319,PTF10iue,,,16 00 23.0777,+37 44 56.8554,,,,16h00m23.22177888s,37d44m55.033836s,60.264898,49.196173,0.132500,Extended Src [SDSS],39723.0,0.0,40099.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010mb,A160023+3744,,Ic-PI?,0.1325,PTF10iue,1,31961,'16:00:23.10,+37:44:57.0,0.039,0.0039,S_F_2011,,,,,,,,,,,'2010-04-10,,done,6,uvw2,Ben-Ami  S.  et al. 2013arXiv:1309.6496,MJD 55273,Ben-Ami_etal_2014,https://ui.adsabs.harvard.edu/abs/2014ApJ...785...37B/abstract,,,,,,,,,,,,,ref,,,ref,,,,end
SN2010mc,GALEXASC J172130.92+480747.6,,SNIIn,0.035,PTF10tel,,,17 21 30.7219,+48 07 47.1695,,,,17h21m30.48s,48d07m47.399988s,74.470018,34.520294,0.035000,,10493.0,0.0,10870.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010md,PTF10hgi HOST,,SLSN-IIb,0.0986,PTF10hgi,,,16 37 47.0546,+06 12 31.8442,,,,16h37m47.04s,6d12m32.2992s,22.460453,32.448352,0.100000,,29979.0,0.0,30462.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010md,A163747+0612,,SLSN-I,0.0987,PTF10hgi,2,,'16:37:47.00,+06:12:32.3,0.226,0.0226,S_F_2011,,,,,,,,,,,'2010-05-15,,skip,3,,,,,,,,,,,,,,,2,,,,,,,,,,end
SN2010O,NGC 3690,,Ib,0.010411,,1,,'11:28:33.86,+58:33:51.6,0.035,0,"Brown_walker_2020,S_F_2011",11h28m31.326s,58d33m41.8s,141.90391,55.40714,0.010411,2.1,3121,3,3544,17,'2010-01-24,,done,5,,,,,,,,33.18480636,0.472492348,HF,,33.18480636,0.472492348,,0,,,ref,,,ref,,,,end
SN2010S,A013904-0037,,Ic,0.17,,6,,'01:39:04.48,-00:37:12.2,0.087,0.0087,S_F_2011,,,,,,,,,,,'2010-01-16,,done,4,,,x,,,,,,,,,,,,0,,,ref,,,ref,,,,end
SN2010U,NGC 4214,,LBV,0.00097,,1,,'12:15:41.06,+36:20:02.9,0.06,0,"Brown_walker_2020,S_F_2011",12h15m39.174s,36d19m36.8s,160.254547,78.074587,0.00097,IAB(s)m        HII,291,3,274,5,'2010-02-05,,done,2,,,,,,,,28.03280246,3.454308145,HF,,28.03280246,3.454308145,,0,,,ref,,,ref,,,,end
SN2010X,NGC 1573A,,?,0.015014,PTF10bhp,1,,'04:48:27.90,+73:28:14.8,0.387,0.0387,S_F_2011,4h48m26.849s,73d28m08.71s,137.824141,17.919031,0.015014,SABbc,4501,11,4636,19,'2010-02-07,,skip,10,all,Kasliwal  M. et al. 2010  ApJ  723  98,,,,,,33.97988258,0.412399519,HF,,33.97988258,0.412399519,,,,,ref,,,ref,,,,end
SN2010Y,NGC 3392,,Ia,0.01086,,14,,'10:51:03.90,+65:46:47.0,0.036,0.0036,S_F_2011,10h51m03.002s,65d46m53.5973s,140.497694,47.030676,0.01086,E?             BLAGN,3256,31,3623,34,'2010-02-08,,done,4,,Brown  P. J. et al. 2012  ApJ  749  18,,,,,,33.2767595,0.465999364,HF,,33.2767595,0.465999364,,8,,,ref,,,ref,,,,end
SN2011aa,UGC 3906,,Ia,0.012355,,18,,'07:36:42.63,+74:26:34.8,0.076,0.0076,S_F_2011,7h36m37.7s,74d26m44s,140.43955,29.08341,0.012355,0.8,3704,26,3935,29,'2011-02-06,,done,8,,,,,,,,33.55669241,0.441229444,HF,,33.55669241,0.441229444,,15,,,ref,,,ref,,,,end
SN2011am,NGC 4219,,Ib,0.006635,,16,,'12:16:26.00,-43:19:20.0,0.353,0.0353,S_F_2011,12h16m27.312s,-43d19m27.41s,296.210047,19.090497,0.006635,SA(s)bc,1989,3,1667,29,'2011-02-27,,done,7,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,32.20651143,0.611058917,HF,,32.20651143,0.611058917,,0,,,ref,,,ref,,,,end
SN2011ao,IC 2973,,Ia,0.010706,,17,,'11:53:51.03,+33:21:46.3,0.054,0.0054,S_F_2011,11h53m50.823s,33d21m56.3s,182.786008,76.104442,0.010706,SB(s)d:,3210,1,3727,26,'2011-03-03,,done,12,,,,,,,,33.24586268,0.466491635,HF,,33.24586268,0.466491635,,14,,,ref,,,ref,,,,end
SN2011at,MCG -02-24-27,,Ia,0.006758,,13,,'09:28:57.56,-14:48:20.6,0.17,0,"Brown_walker_2020,S_F_2011",9h28m59.256s,-14d48m27.25s,247.09941,25.43229,0.006758,SB(s)d,2026,6,2174,27,'2011-03-10,,done,11,,,,,,,,32.24653472,0.60366143,HF,,32.24653472,0.60366143,,4,,,ref,,,ref,,,,end
SN2011ay,NGC 2315,,Ia-99aa?02cx?,0.021,,29,,'07:02:34.06,+50:35:25.0,0.2,0,"Brown_walker_2020,S_F_2011",7h02m33.038s,50d35m26.18s,166.202368,22.314775,0.021,S0/a,6296,60,6397,61,'2011-03-18,,done,11,,,,,,,,34.70866111,0.384786974,HF,,34.70866111,0.384786974,,5,,,ref,,,ref,,,,end
SN2011B,NGC 2655,,Ia,0.00467,,31,,'08:55:48.10,+78:13:01.6,0.083,0.0083,S_F_2011,8h55m37.731s,78d13m23.1s,134.923523,32.688528,0.00467,SAB(s)0/a      Sy2,1400,1,1753,16,'2011-01-07,,done,17,,misnamed2010Binfirstrequest_grism,,,,,,31.4439777,0.794216663,HF,,31.4439777,0.794216663,,16,,,ref,,,ref,,,,end
SN2011bl,UGC 8554,,Ib/c,0.018426,,18,,'13:34:14.70,+37:12:34.8,0.021,0.0021,S_F_2011,13h34m14.637s,37d12m29.02s,83.730509,76.467391,0.018426,Sbc,5524,0,6088,24,'2011-04-05,,Uvdone,4,,,55656,Green_etal_2011,http://www.cbat.eps.harvard.edu/iau/cbet/002600/CBET002694.txt,"spec was 10 days before peak assumed to be 14 days after explosion, pushed two days earlier to be just before discovery",,34.42460587,0.391579488,HF,Green_etal_2011,34.42460587,0.391579488,,2,,,ref,,,ref,,,,end
SN2011by,NGC 3972,,Ia,0.002843,,63,,'11:55:45.56,+55:19:33.8,0.037,0.0037,S_F_2011,11h55m45.117s,55d19m14.42s,138.84806,60.05345,0.002843,SA(s)bc,852,1,1272,19,'2011-04-26,,done,9,,Milne  P. et al. 2013  arXiv:1308.2703,55672,Nugent_etal_2011,,,,31.588,0.0721,Cepheid,Cepheids_Riess_etal_2016,30.36553549,1.224005858,,26,31.588,0.0721,Cepheids_Riess_etal_2016,,,ref,,,,end
SN2011cb,IC 5249,,IIb,0.007892,,2,,'22:47:07.49,-64:49:43.4,0.08,0,"Brown_walker_2020,S_F_2011",22h47m06.262s,-64d49m55.42s,321.883025,-47.462769,0.007892,Sd,2366,4,2414,17,'2011-04-29,,done,9,,,,,,,,32.58341122,0.547056996,HF,,32.58341122,0.547056996,,0,,,ref,,,ref,,,,end
SN2011cj,UGC 9356,,IIP,0.007419,,20,,'14:32:53.81,+11:35:49.3,0.073,0.0073,S_F_2011,14h32m53.525s,11d35m41.47s,4.759133,61.574703,0.007419,Sc             HII,2224,6,2746,27,'2011-05-09,,fillin,4,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,32.44901143,0.568261928,HF,,32.44901143,0.568261928,,,,,ref,,,ref,,,,end
SN2011de,UGC 10018,,Ia,0.029187,,14,,'15:43:53.25,+67:45:42.5,0.082,0.0082,S_F_2011,15h43m39.5515s,67d45m39.128s,102.609889,41.927568,0.029187,(R')SB(s)bc,8750,7,9075,15,'2011-05-22,,done,5,,,,,,,,35.42337778,0.36556873,HF,,35.42337778,0.36556873,,13,,,ref,,,ref,,,,end
SN2011dh,NGC 5194,,SNIIb,0.001544,PTF11eon,,,13 30 05.1048,+47 10 10.9949,,,,13h29m52.698s,47d11m42.92988s,104.8513511,68.5608401,0.001534,SA(s)bc pec;HIISy2.5,460.0,2.0,661.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2011dh,NGC 5194,,IIb,0.002,,76,,'13:30:05.1055,+47:10:10.922,0.05,0,"Brown_walker_2020,S_F_2011",13h29m52.698s,47d11m42.93s,104.8513511,68.5608401,0.001544,SA(s)bc pec;HIISy2.5,463,3,666,8,'2011-06-01,,done,6,,Arcavi  I.  et al. 2011  ApJL  742  18,55712.5,Arcavi_etal_2011,,,,29.04124247,2.187799455,HF,Arcavi_etal_2011,29.04124247,2.187799455,,37,,,ref,,,SBF_Tonry_etal_2001_29.42_0.27,,,,end
SN2011dm,UGC 11861,,Ia,0.00494,,8,,'21:56:41.59,+73:17:48.9,1.619,0.1619,S_F_2011,21h56m24.148s,73d15m39.33s,111.054479,14.567948,0.00494,SABdm,1481,4,1792,19,'2011-06-15,,done,5,3UV,,,,,,,31.56611281,0.759385897,HF,,31.56611281,0.759385897,,0,,,ref,,,ref,,,,end
SN2011dn,UGC 11501,,Ia-91T,0.025272,,15,,'19:58:35.53,+02:36:11.3,0.37,0,"Brown_walker_2020,S_F_2011",19h58m37.031s,2d36m10.62s,43.129589,-13.661351,0.025272,SAB(rs)c,7576,7,7870,17,'2011-06-21,,done,6,,,,,,,,35.11053735,0.371493606,HF,,35.11053735,0.371493606,,8,,,ref,,,ref,,,,end
SN2011dt,UGC 09233,,SNII,0.02852,PTF11emo,,,14 24 36.1457,+35 16 38.4971,,,,14h24m34.9930464s,35d16m47.372124s,61.003835,68.546388,0.028524,S,8551.0,4.0,9108.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2011ef,UGC 12640,,IIb,0.013373,SN2011ed(misnamed),7,,'23:30:57.02,+15:29:24.3,0.17,0,"Brown_walker_2020,S_F_2011",23h30m56.799s,15d29m25.96s,95.918237,-43.119433,0.013373,Sdm,4009,5,3997,20,'2011-07-18,,done,4,,,,,,,,33.7285178,0.427576724,HF,,33.7285178,0.427576724,,6,,,ref,,,ref,,,,end
SN2011eh,NGC 3613,,Ia-91bg,0.006785,,14,,'11:18:31.56,+57:58:36.9,0.032,0.0032,S_F_2011,11h18m36.13s,57d59m59.73s,144.339591,55.100019,0.006841,E6,2051,5,2497,20,'2011-07-20,,done,3,,,,,,,,32.27316582,0.598693132,HF,,32.27316582,0.598693132,,0,,,ref,,,YES,,,,end
SN2011ei,NGC 6925,,IIb,0.009313,,28,,'20:34:22.62,-31:58:23.6,0.158,0.0158,S_F_2011,20h34m20.566s,-31d58m51.2s,11.271345,-34.693727,0.009313,SA(s)bc        HII,2792,4,3035,17,'2011-07-25,,done,10,,Milisavljevic  D. et al. 2013  ApJ  767  71,,,,,,32.94291459,0.498896386,HF,,32.94291459,0.498896386,,1,,,ref,,,ref,,,,end
SN2011ek,NGC 0918,,Ia,0.005033,,,,02 25 48.89,18 32 00.0,,,,2h25m50.78993133s,18d29m46.35886099s,152.160836,-38.958129,0.005033,SAB(rs)c:,1509.0,1.0,1499.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2011ek,NGC 918,,Ia-91bg,0.005027,,15,,'02:25:48.89,+18:32:00.0,0.7,0,"Brown_walker_2020,S_F_2011",2h25m50.7911s,18d29m46.3842s,152.160836,-38.958129,0.005027,SAB(rs)c:,1507,3,1497,11,'2011-08-04,,done,5,,Kawabata_etal_2011_CBET2785_say91bg,,,,,,31.60390378,0.748990987,HF,,31.60390378,0.748990987,,0,,,ref,,,ref,,,,end
SN2011fe,M101,,Ia,0.000804,,,,210.774208,54.273722,,,,14h03m12.583008s,54d20m55.5s,102.0373262,59.7713817,0.000804,SAB(rs)cd      HII,241.0,2.0,455.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2011fe,M101,,Ia,0.000804,,150,,'14:03:05.711,+54:16:25.22,0.024,0.0024,S_F_2011,14h03m12.583s,54d20m55.5s,102.0373262,59.7713817,0.000804,SAB(rs)cd      HII,241,2,455,9,'2011-08-24,,done,10,,Brown  P. J.  et al. 2012  ApJ  753  22,,,,,,29.139,0.0459,Cepheid,Cepheids_Riess_etal_2016,27.62342273,4.164086865,,211,29.139,0.0459,Cepheids_Riess_etal_2016,,,ref,,,,end
SN2011fi,NGC 1954,,II,0.010441,,5,,'05:32:52.79,-14:05:17.0,0.379,0.0379,S_F_2011,5h32m48.3418s,-14d03m45.5877s,217.155182,-23.654556,0.010441,SA(rs)bc pec:,3130,5,3125,14,'2011-08-27,,done,6,,,,,,,,33.19105921,0.471911191,HF,,33.19105921,0.471911191,,0,,,ref,,,ref,,,,end
SN2011fs,UGC 11975,,Ia,0.020914,,5,32104,'22:17:19.52,+35:34:50.0,0.315,0.0315,S_F_2011,22h17m19.7549s,35d34m16.2592s,90.838311,-17.521936,0.020914,S0/a,6270,28,6326,36,'2011-09-15,,done,,,,,,,,,34.69967522,0.382751589,HF,,34.69967522,0.382751589,,5,,,ref,,,ref,,,,end
SN2011gu,NGC 7485,PSNJ23060280+3406367,Ia,0.019033,PTF11okh,1,32122,'23:06:02.80,+34:06:36.7,0.272,0.0272,S_F_2011,23h06m04.871s,34d06m27.83s,99.2453281,-23.8723497,0.019033,S0,5706,57,5707,61,'2011-10-14,,,2,all,,,,,,,34.49499635,0.39213776,HF,,34.49499635,0.39213776,,0,,,ref,,,ref,,,,end
SN2011hb,NGC 7674,,Ia,0.028924,,13,,'23:27:55.51,+08:46:45.7,0.159,0.0159,S_F_2011,23h27m56.6975s,8d46m44.2383s,90.6269321,-48.7850161,0.028924,SA(r)bc pec;HIISy2,8671,9,8565,22,'2011-10-24,,done,5,,,,,,,,35.40368345,0.365910523,HF,,35.40368345,0.365910523,,0,,,ref,,,ref,,,,end
SN2011hg,UGC 12410,,IIb,0.023636,,8,,'23:11:48.84,+31:01:00.4,0.208,0.0208,S_F_2011,23h11m50.288s,31d01m16.21s,99.002504,-27.181292,0.023636,Sc,7086,2,7046,24,'2011-10-28,,done,4,,,,,,,,34.96534326,0.374808032,HF,,34.96534326,0.374808032,,0,,,ref,,,ref,,,,end
SN2011hj,PGC 2692384,,IIP,0.019,,5,,'18:32:22.32,+66:53:46.6,0.16,0,"Brown_walker_2020,S_F_2011",18h32m24.016s,66d53m43s,96.987025,26.64021,0.019,,5696,,5993,18,'2011-10-26,,done,2,,,,,,,,34.49118742,,HF,,34.49118742,,,0,,,ref,,,ref,,,,end
SN2011hs,IC 5267,PSNJ22571177-4323048,IIb,0.00571,,7,,'22:57:11.77,-43:23:04.8,0.033,0.0033,S_F_2011,22h57m13.572s,-43d23m46.11s,350.236838,-61.800729,0.005711,(R)SA(rs)0/a,1712,4,1760,12,'2011-11-12,,done,6,,,,,,,,31.88085632,0.679622505,HF,,31.88085632,0.679622505,,1,,,ref,,,ref,,,,end
SN2011ht,UGC 5460,,IIn,0.003646,,38,,'10:08:10.56,+51:50:57.12,0.02,0,"Brown_walker_2020,S_F_2011",10h08m09.197s,51d50m40.2504s,162.620927,50.773415,0.003646,SB(rs)d,1093,5,1491,20,'2011-09-29,,done,15,,Roming  P. et al.  2012  ApJ  751  92,,,,,,30.90643833,0.978852587,HF,,30.90643833,0.978852587,,15,,,ref,,,ref,,,,end
SN2011hw,A222614+3412,PSNJ22261454+3412591,Ibn,0.023,,5,,'22:26:14.54,+34:12:59.1,0.314,0.0314,S_F_2011,,,,,,,,,,,'2011-11-18,,done,5,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,,,,,,,,5,,,ref,,,ref,,,,end
SN2011ia,MCG +11-12-23,PSNJ09450355+6415366,Ia,0.019,,12,32193,'09:45:03.45,+64:15:35.5,0.164,0.0164,S_F_2011,9h45m03.1355s,64d15m27.0294s,148.297727,42.558287,0.017789,Spiral,5333,16,5613,20,'2011-11-18,,done,4,,,,,,,,34.34819544,0.394903716,HF,,34.34819544,0.394903716,,11,,,ref,,,ref,,,,end
SN2011im,NGC 7364,,Ia,0.016228,,10,,'22:44:25.22,-00:10:02.0,0.173,0.0173,S_F_2011,22h44m24.3708s,-0d09m43.6483s,69.130396,-49.290394,0.016228,S0/a pec:,4865,5,4898,17,'2011-11-26,,done,4,,,,,,,same host as SN2006lc,34.14875174,0.403534902,HF,,34.14875174,0.403534902,,1,,,ref,,,ref,,,,end
SN2011it,PGC 67911,PSNJ22024445+3141491,Ic,0.015894,,3,32209,'22:02:44.43,+31:41:48.5,0.317,0.0317,S_F_2011,22h02m44.048s,31d41m44.47s,85.823699,-18.760093,0.015894,Sb,4765,10,4872,23,'2011-11-27,,done,8,,,x,,,,,34.10365204,0.405852318,HF,,34.10365204,0.405852318,,0,,,ref,,,ref,,,,end
SN2011iv,NGC 1404,PSNJ03385135-3535320,Ia,0.006494,,36,,'03:38:51.35,-35:35:32.0,0.031,0.0031,S_F_2011,3h38m51.917s,-35d35m39.81s,236.955314,-53.554692,0.006494,NELG           ALG,1947,4,1886,13,'2011-12-02,,done,13,,,,,,,,31.45,0.19,SBF,SBF_Jensen_etal_2003,32.16016728,0.620052194,,14,,,ref,31.45,0.19,SBF_Jensen_etal_2003,,,,end
SN2011iw,A233448+2445,,IIn,0.023,,6,32213,'23:34:48.20,+24:45:01.6,0.142,0.0142,S_F_2011,,,,,,,,,,,'2011-11-29,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,,,,,,,,2,,,ref,,,ref,,,,end
SN2011iy,NGC 4984,,Ia,0.004266,,15,32216,'13:08:58.39,-15:31:04.1,0.165,0.0165,S_F_2011,13h08m57.213s,-15d30m58.67s,309.141544,47.144161,0.004266,(R)SAB(rs)0+,1279,6,1366,28,'2011-12-09,,GI12,3,all,HWwindows_missedpeak,,,,,,31.24769024,0.855815285,HF,,31.24769024,0.855815285,,,,,ref,,,ref,,,,end
SN2011ja,NGC 4945,,IIP,0.001878,,3,,'13:05:11.12,-49:31:27.0,0.476,0.0476,S_F_2011,13h05m27.279s,-49d28m04.44s,305.272076,13.3398849,0.001878,SB(s)cd: sp    Sy2,563,3,318,17,'2011-12-18,,done,6,,,,,,,,29.46587949,1.810015407,HF,,29.46587949,1.810015407,,0,,,ref,,,ref,,,,end
SN2011js,NGC 1103,,IIn,0.013803,,5,,'02:48:04.96,-13:57:51.1,0.063,0.0063,S_F_2011,2h48m06.194s,-13d57m27.27s,192.976581,-59.791227,0.013803,SB(s)b:,4138,9,4014,13,'2011-12-31,,done,3,,,,,,,,33.79728995,0.423181243,HF,,33.79728995,0.423181243,,5,,,ref,,,ref,,,,end
SN2011ke,SDSS J135057.84+261642.0,,SLSN-I,0.143,PTF11dij,,,13 50 57.7689,+26 16 42.7508,,,,,,32.653234,76.686327,0.143000,Extended Src [SDSS],42870.0,0.0,43321.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2011ke,A135057+2616,,SLSN-I,0.1428,PTF11dij,15,31990,'13:50:57.77,+26:16:42.8,0.032,0.0032,S_F_2011,,,,,,,,,,,'2011-04-25,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,end
SN2011kg,CSS J013945.51+295527.0,,SLSN-I,0.1928,PTF11rks,,,01 39 45.5129,+29 55 26.9785,,,,,,135.252986,-31.788828,0.192800,,57800.0,0.0,57446.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2011M,UGC 3218,,Ia,0.017432,,8,,'05:00:41.55,+62:14:38.6,1.103,0.1103,S_F_2011,5h00m43.6997s,62d14m38.4559s,147.88769,12.180953,0.017432,SAb,5226,7,5287,16,'2011-01-19,,done,5,,,,,,,,34.30418454,0.396513942,HF,,34.30418454,0.396513942,,0,,,ref,,,ref,,,,end
SN2012A,NGC 3239,,II,0.002512,,18,,'10:25:07.39,+17:09:14.6,0.085,0.0085,S_F_2011,10h25m04.867s,17d09m49.21s,221.63521,54.819059,0.002512,IB(s)m pec,753,3,716,10,'2012-01-07,,done,8,,Tomasella et al. 2013  MNRAS  434  1636,559 33.0,Tomasella_etal_2013,https://ui.adsabs.harvard.edu/abs/2013MNRAS.434.1636T/abstract,early photometry,,30.0973124,1.372807534,HF,Tomasella_etal_2013,30.0973124,1.372807534,,4,,,ref,,,A10,,,,end
SN2012ak,MCG +06-22-52,,II,0.041565,,17,,'10:01:27.20,+36:40:12.0,0.03,0,"Brown_walker_2020,S_F_2011",10h01m26.5223s,36d40m16.6648s,187.138595,52.999428,0.041565,              Sbrst?,12461,40,12749,42,'2012-02-21,,fillin,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,36.191102,0.356736598,HF,,36.191102,0.356736598,,,,,ref,,,ref,,,,end
